Column1,Column2,Column3,Column4,Column5,Column 6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Global ID,Barcode,Name,Status,Unit,Number of units,Units per pack,Categories,Price,Price with markup,Price with commission,Price base,Markup,Commission,Location in store,Location priority,Preparation time,Tax code,Freetext notes,Item taxes,Filters,Description,Allergen Information,Ingredients,Nutritional Data,Dietary Information,Station,Modifiers,Private,Tags
011015701,Add Blackberries,add,Non-Menu,Fruit Inclusions add,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015702,Extra Blackberries,extra,Non-Menu,Fruit Inclusions NLE extra,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015703,Light Blackberries,light,Non-Menu,Fruit Inclusions NLE light,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015704,Substitute Blackberries,sub,Non-Menu,Fruit Inclusions sub,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015706,No Blackberries,no,Non-Menu,Fruit Inclusions NLE no,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015707,Add Lime Slices,add,Non-Menu,Fruit Inclusions add,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015943,Short Caffé Verona® Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015944,Tall Caffé Verona® Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015945,Grande Caffé Verona® Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015949,Venti Caffé Verona® Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015950,Short Komodo Dragon Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015951,Tall Komodo Dragon Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015952,Grande Komodo Dragon Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015953,Venti Komodo Dragon Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015955,Tall Organic Yukon Blend® Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015956,Grande Organic Yukon Blend® Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015957,Venti Organic Yukon Blend® Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015960,Grande Kenya Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015961,Venti Kenya Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015964,Tall Guatemala Antigua Clover®,Tall,Non-Menu,Brewed Base Clover Tall,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.00,3.00,3.00,3.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015965,Grande Guatemala Antigua Clover®,Grande,Non-Menu,Brewed Base Clover Grande,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015967,Venti Guatemala Antigua Clover®,Venti,Non-Menu,Brewed Base Clover Venti,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015969,Short Pike Place® Roast Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015971,Tall Pike Place® Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015973,Grande Pike Place® Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015975,Venti Pike Place® Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015981,Short Gold Coast Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015982,Tall Gold Coast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015983,Grande Gold Coast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015984,Venti Gold Coast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015985,Short Espresso Roast Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015986,Tall Espresso Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015987,Grande Espresso Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015988,Venti Espresso Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015989,Short Italian Roast Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015990,Tall Italian Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015991,Grande Italian Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011015992,Venti Italian Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016000,Short Decaf Espresso Roast Clover®,Short,Non-Menu,Brewed Base Plus Clover Short,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.40,3.40,3.40,3.40,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016001,Tall Decaf Espresso Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016002,Grande Decaf Espresso Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016003,Venti Decaf Espresso Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016044,Tall Iced Caffé Verona® Clover®,Tall,Non-Menu,Brewed Base Plus Clover Iced Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016045,Grande Iced Caffé Verona® Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016046,Venti Iced Caffé Verona® Clover®,Venti,Non-Menu,Brewed Base Plus Clover Iced Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016048,Grande Iced Komodo Dragon Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016049,Venti Iced Komodo Dragon Clover®,Venti,Non-Menu,Brewed Base Plus Clover Iced Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016050,Tall Iced Organic Yukon Blend® Clover®,Tall,Non-Menu,Clover Iced Organic Yukon Tall,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.00,3.00,3.00,3.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016056,Tall Iced Guatemala Antigua Clover®,Tall,Non-Menu,Brewed Base Clover Iced Tall,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.00,3.00,3.00,3.00,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016057,Grande Iced Guatemala Antigua Clover®,Grande,Non-Menu,Brewed Base Clover Iced Grande,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016058,Venti Iced Guatemala Antigua Clover®,Venti,Non-Menu,Brewed Base Clover Iced Venti,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016059,Tall Iced Pike Place® Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Iced Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016060,Grande Iced Pike Place® Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016061,Venti Iced Pike Place® Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Iced Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016066,Grande Iced Gold Coast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016067,Venti Iced Gold Coast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Iced Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016068,Tall Iced Espresso Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Iced Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016069,Grande Iced Espresso Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016070,Venti Iced Espresso Roast Clover®,Venti,Non-Menu,Brewed Base Plus Clover Iced Venti,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016071,Tall Iced Italian Roast Clover®,Tall,Non-Menu,Brewed Base Plus Clover Iced Tall,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.50,3.50,3.50,3.50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011016072,Grande Iced Italian Roast Clover®,Grande,Non-Menu,Brewed Base Plus Clover Iced Grande,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,4.00,4.00,4.00,4.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
